brand,model,recommended_tension_lbs,string_length,string_pattern,main_holes_skipped,main_holes_tied,cross_holes_started,cross_holes_tied
"Head","GRAPHENE 360 SPEED LITE","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE 360 SPEED MP","48 - 57","20'M - 19'C","16M X 19C","7,9T - 7,9B","6T","7T","5T - 8B"
"Head","GRAPHENE 360 SPEED MP LITE","48 - 57","20'M - 19'C","16M X 19C","7,9T - 7,9B","6T","7T","5T - 8B"
"Head","GRAPHENE 360 SPEED PRO","48 - 57","21'M - 19'C","18M X 20C","8,10T - 8,10B","7B","8T","6T - 12B"
"Head","GRAPHENE 360 SPEED S","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE 360+ GRAVITY LITE","48 - 57","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","8T - 6B"
"Head","GRAPHENE 360+ GRAVITY MP","48 - 57","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","8T - 6B"
"Head","GRAPHENE 360+ GRAVITY MP LITE","48 - 57","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","8T - 6B"
"Head","GRAPHENE 360+ GRAVITY PRO","48 - 57","20'M - 18'C","18M X 20C","8,10T - 8,10B","9B","8T","7T - 7B"
"Head","GRAPHENE 360+ GRAVITY S","48 - 57","20'M - 18'C","16M X 20C","7,9T - 7,9B","8B","7T","8T - 6B"
"Head","GRAPHENE TOUCH EXTREME LITE","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Head","GRAPHENE TOUCH EXTREME MP","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Head","GRAPHENE TOUCH INSTINCT ADAPT","48 - 57","20'M - 18'C","16M X 19 or 16 C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE TOUCH INSTINCT LITE","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE TOUCH INSTINCT MP","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE TOUCH INSTINCT PWR","52 - 62","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Head","GRAPHENE TOUCH INSTINCT S","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE TOUCH SPEED ADAPT","48 - 57","20'M - 18'C","16M X 19 or 16 C","8T - 8B","6B","8T","5T - 11B"
"Head","GRAPHENE TOUCH SPEED MP","48 - 57","20'M - 19'C","16M X 19C","NONE","6B","7T","6T - 9B"
"Head","GRAPHENE TOUCH SPEED PRO","48 - 57","20'M - 19'C","18M X 20C","NONE","7B","8T","7T - 10B"
"Head","GRAPHENE TOUCH SPEED PWR","48 - 57","20'M - 18'C","16M X 19C","7,9T - 7,9,10B","8B","7T","5T - 6B"
"Head","GRAPHENE TOUCH SPEED S","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE XT EXTREME LITE","48 - 57","21'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","GRAPHENE XT EXTREME MP (16x16)","48 - 57","21'M - 18'C","16M X 16C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE XT EXTREME MP (16x19)","48 - 57","21'M - 18'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","GRAPHENE XT EXTREME PRO","48 - 57","21'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","GRAPHENE XT INSTINCT MP","48 - 57","20'M - 19'C","16M X 19C","NONE","6B","7T","5T - 11B"
"Head","GRAPHENE XT INSTINCT PWR","52 - 62","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Head","GRAPHENE XT INSTINCT REV PRO (16x16)","48 - 57","20'M - 17'C","16M X 16C","8T - 8B","6B","8T","5T - 11B"
"Head","GRAPHENE XT INSTINCT REV PRO (16x19)","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Head","GRAPHENE XT INSTINCT S","48 - 57","20'M - 19'C","16M X 19C","NONE","6B","7T","5T - 9B"
"Head","GRAPHENE XT PRESTIGE MP","48 - 57","21'M -17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","GRAPHENE XT PRESTIGE PRO","48 - 57","21'M -17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","GRAPHENE XT PRESTIGE PWR","52 - 62","20'M - 18'C","16M X 19C","7,9B","6B","7T","5T - 4B"
"Head","GRAPHENE XT PRESTIGE REV PRO","48 - 57","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","GRAPHENE XT PRESTIGE S","48 - 57","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","GRAPHENE XT SPEED MP A (16x16)","48 - 57","20'M - 17'C","16M X 16C","8T - 8B","6B","8T","5T - 11B"
"Head","GRAPHENE XT SPEED MP A (16x19)","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Head","GRAPHENE XT SPEED PRO","48 - 57","20'M - 19'C","18M X 20C","NONE","7B","8T","7T - 10B"
"Head","GRAPHENE XT SPEED PWR","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9,10B","8B","7T","5T - 6B"
"Head","GRAPHENE XT SPEED REV PRO (16x16)","48 - 57","20'M - 18'C","16M X 16C","8T - 8B","7T","8T","6T - 7B"
"Head","GRAPHENE XT SPEED REV PRO (16x19)","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","GRAPHENE XT SPEED S","48 - 57","20'M - 18'C","16M X 19C","NONE","6B","7T","6T - 9B"
"Head","GRAPHITE MASTER","55 - 72","19'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","GRAPHITE PRO","55 - 70","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","6T"
"Head","i CALIBRE","54 - 64","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","7T - 6B"
"Head","i EXTREME MP","53 - 61","20'M - 19'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","i PRESTIGE MID","48 - 58","20'M - 17'C","18M X 20C","8,10T - 8,10B","7B","8T","6T - 5B"
"Head","i PRESTIGE MP XL","50 - 62","21'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","i RADICAL MP","50 - 62","21'M - 17'C","18M X 20C","8,10T - 9B","8B","8T","6T - 7B"
"Head","i RADICAL OS","58 - 68","21'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","i S1 MP","53 - 61","20'M - 17'C","18M X 19C","9T - 8,10,11B","7T","9T","8T - 6B"
"Head","i S1 OS","53 - 61","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","7T - 6B"
"Head","i S10","57 - 66","19'M - 17'C","14M X 17C","7B","5T","8T","6T - 6B"
"Head","i S12","57 - 66","19'M - 17'C","14M X 17C","7B","5T","8T","6T - 6B"
"Head","i S18","53 - 61","21'M - 18'C","16M X 19C","8B","7B","9T","7T - 6B"
"Head","i S2 MP","50 - 58","20'M - 18'C","16M X 20C","7,9T - 7,9,10B","8B","7T","5T - 6B"
"Head","i S2 OS","53 - 61","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 5B"
"Head","i S4 MP","50 - 59","20'M - 18'C","16M X 20C","8T - 7,9,10B","8B","8T","6T - 5B"
"Head","i S4 OS","53 - 61","20'M - 18'C","16M X 19C","7,9T - 6,8,10B","9B","7T","5T - 5B"
"Head","i S6 MP","53 - 62","20'M - 17'C","16M X 20C","8T - 7,9,10B","8B","8T","7T - 6B"
"Head","i S6 OS","57 - 66","20'M - 17'C","16M X 19C","7,9T - 6,8,10B","9B","7T","5T - 4B"
"Head","i S9 OS","53 - 61","20'M - 19'C","16M X 19C","7,9T - 6,8,10B","9B","7T","5T - 4B"
"Head","i SPEED","53 - 61","20'M - 19'C","16M X 19C","8T - 7,9B","7T","8T","6T - 5B"
"Head","i TOUR MP","53 - 61","20'M - 17'C","18M X 19C","8,10T - 8,10,11B","9B","8T","6T - 7B"
"Head","i X SPEED MP","53 - 61","20'M - 19'C","16M X 19C","8T - 7,9B","7T","8T","6T - 5B"
"Head","i X1 OS","53 - 61","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","7T - 6B"
"Head","i X11","54 - 64","20'M - 19'C","16M X 19C","7,9B","8B","9T","7T - 5B"
"Head","i X16","54 - 64","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","i X3 MP","52 - 62","20'M - 17'C","16M X 20C","7,9T - 7,9,10B","8B","7T","5T - 5B"
"Head","i X3 OS","54 - 64","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 5B"
"Head","i X5 MP","54 - 64","20'M - 17'C","16M X 20C","8T - 7,9B","8B","8T","6T - 5B"
"Head","i X5 OS","54 - 64","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 5B"
"Head","i X6 MP","54 - 64","20'M - 19'C","16M X 20C","8T - 7,9,10B","8B","8T","7T - 6B"
"Head","i X6 OS","54 - 64","20'M - 19'C","16M X 19C","7,9T - 6,8,10B","9B","7T","5T - 4B"
"Head","IG LASER MP","52 - 62","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","IG LASER OS","54 - 64","20'M - 19'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","LIQUID METAL 1","54 - 64","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","LIQUID METAL 2","52 - 62","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","LIQUID METAL 4","52 - 62","20'M - 18'C","16M X 19C","8T - 7,9B","8B","8T","7T - 6B"
"Head","LIQUID METAL 5","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","LIQUID METAL 8","54 64","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","LIQUID METAL FIRE","54 - 64","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","LIQUID METAL HEAT","52 - 62","20'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","LIQUID METAL INSTINCT","52 - 62","20'M - 17'C","18M X 19C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","LIQUID METAL INSTINCT TOUR XL","52 - 62","20'M - 17'C","16M X 19C","8T - 8,9B","7T","8T","6T - 7B"
"Head","LIQUID METAL PRESTIGE MID","52 - 62","20'M - 17'C","18M X 20C","8,10T - 8,10B","7B","8T","6T - 5B"
"Head","LIQUID METAL PRESTIGE MP","52 - 62","21'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","LIQUID METAL RADICAL MP","52 - 62","20'M - 17'C","18M X 20C","8,10T - 9B","8B","8T","6T - 7B"
"Head","LIQUID METAL RADICAL OS","54 - 64","21'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","LIQUID METAL RADICAL TOUR MP","52 - 62","21'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","LIQUID METAL RAVE","54 - 64","20'M - 17'C","16M X19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","LIQUIDMETAL 2.5","52 - 62","20'M - 19'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","METALLIX 10","52 - 62","21'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","METALLIX 2","52 - 62","21'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","METALLIX 4","52 - 62","21'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","METALLIX 6","52 - 62","21'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","MICROGEL EXTREME","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","MICROGEL EXTREME MP (red at throat)","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","MICROGEL EXTREME PRO","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","MICROGEL EXTREME PRO MP (red at throat)","52 - 62","20'M - 17'C","16M X 19C","7,9T - 79B","8B","8T","8T - 5B"
"Head","MICROGEL EXTREME TEAM OS","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","MICROGEL EXTREME TEAM OS (red at throat)","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","MICROGEL INSTINCT MP","52 - 62","20'M - 17'C","18M X 19C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","MICROGEL MOJO","52 - 62","20'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","MICROGEL MONSTER","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","MICROGEL PRESTIGE MID","52 - 62","20'M - 17'C","18M X 20C","8,10 T - 8,10B","9B","8T","6T - 7B"
"Head","MICROGEL PRESTIGE MP","52 - 62","21'M - 18'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","MICROGEL PRESTIGE PRO MP","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","MICROGEL RADICAL MP","52 - 62","20'M - 17'C","18M X 20C","8,10T - 9B","8B","8T","6T - 7B"
"Head","MICROGEL RADICAL OS","52 - 62","21'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","MICROGEL RADICAL PRO MP","52 - 62","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","MICROGEL RADICAL TEAM","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","MICROGEL RAPTOR MP","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","MICROGEL RAPTOR OS","54 - 64","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","MXG 3","48 - 57","20'M - 18'C","16M X 18C","7,9T - 7,9B","8B","7T","6T - 9B"
"Head","MXG 5","48 - 57","20'M - 18'C","16M X 18C","7,9T - 7,9B","8B","7T","6T - 9B"
"Head","NANO Ti ELITE","55 - 64","20'M - 18'C","16M X 19C","7,9,10T - 8B","6B","7T","5T - 11B"
"Head","NANO Ti EXTREME","55 - 64","20'M - 19'C","16M X 19C","8T - 8,9B","7B","8T","7T - 6B"
"Head","POLARIS 600","54 - 64","34' - 10'S","16M X 19C","7,9T - 7,9B","8B","7B","5T"
"Head","POLARIS 660","63 - 74","35' - 10'S","16M X 19C","7,9T - 7,9B","8B","7B","5T"
"Head","POLARIS 720","65 - 77","37' - 11'S","18M X 19C","9T - 8,10B","9B","8B","6T"
"Head","PREMIER TOUR","53 - 64","36' - 9'S","16M X 18C","7,9T - 7,9B","8T","7T","5B"
"Head","PRESTIGE CLASSIC MID","48 - 58","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","9T"
"Head","PRESTIGE MP (graphene & graphene XT)","48 - 57","21'M - 18'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","PRESTIGE PRO (graphene & graphene XT)","48 - 57","21'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","PRESTIGE PWR (graphene XT)","52 - 62","20'M - 18'C","16M X 19C","7,9B","6B","7T","5T - 4B"
"Head","PRESTIGE REV PRO (graphene & graphene XT)","48 - 57","21'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","PRESTIGE S (graphene & graphene XT)","48 - 57","21'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","PRESTIGE TOUR 300 MID","48 - 58","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","9T"
"Head","PRESTIGE TOUR 300 MP","54 - 64","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","PRO TOUR 280 MP","50 - 60","20'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 5B"
"Head","PRO TOUR 280 OS","59 - 69","21'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","PROTECTOR MP","51 - 61","20'M - 17'C","16M X 19C","8T - 8B","6T","8T","7T - 7B"
"Head","PROTECTOR OS","51 - 61","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","PURE COMPETITION & XL","50 - 62","20'M - 19'C","18M X 19C","9T - 8,10B","8T","9T","7T - 6B"
"Head","PYRAMID BIG BANG","60 - 70","21'M - 17'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","PYRAMID BIG BANG XL","57 - 66","20'M - 18'C","16M X 19C","7,9T - 8B","6T","7T","5T - 6B"
"Head","PYRAMID COMPETITION SG","60 - 70","21'M - 17'C","16M X 19C","8,9T - 8B","7B","8T","5T - 6B"
"Head","PYRAMID DIRECTOR","57 - 67","21'M - 17'C","16M X 19C","8T - 8B","7B","8T","7T - 6B"
"Head","PYRAMID EDGE","60 - 70","21'M - 17'C","16M X 19C","8,9T - 8B","7B","8T","5T - 6B"
"Head","PYRAMID MASTER","60 - 70","21'M - 17'C","16M X 19C","8,9T - 8B","7B","8T","5T - 6B"
"Head","PYRAMID TOUR 630 MP","54 - 64","35' - 10'S","18M X 20C","9T - 8,10B","7T","9T","6B"
"Head","RADICAL LITE (graphene XT)","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","RADICAL MP (graphene & graphene XT)","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","RADICAL MPA (16x16)","48 - 57","20'M - 17'C","16M X 16C","8T - 8B","7T","8T","6T - 7B"
"Head","RADICAL MPA (16x19)","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","RADICAL PRO (graphene & graphene XT)","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","RADICAL PWR (14x19)","52 - 62","19'M - 18'C","14M X 19C","5,7,9,10T - 7B","6T","5T","4T - 6B"
"Head","RADICAL PWR (16x19)","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","6B","7T","6T - 5B"
"Head","RADICAL S (graphene & graphene XT)","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","RADICAL TOUR 630 MP","50 - 60","20'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 5B"
"Head","RADICAL TOUR 690 OS","59 - 69","21'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","RADICAL TRISYS 260 MP","50 - 60","20'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 5B"
"Head","RADICAL TRISYS 260 OS","59 - 69","21'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","RADICAL TWIN TUBE & XL MP","50 - 60","20'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 5B"
"Head","RADICAL TWIN TUBE & XL OS","59 - 69","21'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","SATELLITE TOUR & XL","54 - 64","21'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","SUPREME COMPETITION & XL","50 - 62","20'M - 19'C","18M X 19C","9T - 8,10B","7T","9T","7T - 6B"
"Head","Ti 3003","52 - 62","38' - 10'S","16M X 19C","8T - 7,9B","7T","8T","8B"
"Head","Ti 5003","54 - 64","39' - 11'S","18M X 19C","9T - 8,10B","9B","8B","7T"
"Head","Ti CARBON 5000","55 - 59","39' - 11'S","18M X 19C","9T - 8,10B","9B","8B","7T"
"Head","Ti CARBON 5001","55 - 59","39' - 11'S","18M X 19C","9T - 8,10B","9B","8B","7T"
"Head","Ti CARBON 6000","55 - 59","39' - 11'S","18M X 19C","9T - 8,10B","9B","8B","7T"
"Head","Ti CARBON 7000","50 - 60","37' - 9'S","14M X 17C","6,8,9T - 7B","7T","6T","6B"
"Head","Ti CARBON 7001 PZ","53 - 62","21'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","7T - 7B"
"Head","Ti CARBON 9000","52 - 62","39' - 11'S","18M X 19C","7,9,11,12T - 9B","10T","7T","7B"
"Head","Ti CARBON 9001 PZ","54 - 64","21'M - 17'C","16M X 19C","7,9T - 7,9,10B","8B","7T","8T - 6B"
"Head","Ti CLASSIC MP","50 - 62","20'M - 17'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","Ti FIRE","53 - 64","20'M - 19'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","Ti FIRE COMFORT ZONE","53 - 64","20'M - 19'C","16M X 19C","7,9T - 6,8,10B","9B","7T","6T - 7B"
"Head","Ti FIRE TOUR EDITION XL","50 - 62","38' - 10'S","16M X 18C","7,9T - 7,9B","8T","7T","5B"
"Head","Ti HEAT","53 - 64","20'M - 19'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","Ti HEAT COMFORT ZONE","53 - 64","20'M - 19'C","16M X 19C","7,9T - 6,8,10B","9B","7T","6T - 7B"
"Head","Ti LASER COMFORT ZONE XL","53 - 64","20'M - 18'C","16M X 19C","8T - 7,9,10B","8B","8T","7T - 6B"
"Head","Ti LASER MP","53 - 64","20'M - 18'C","16M X 19C","8T - 7,9,10B","8B","8T","7T - 6B"
"Head","Ti PRO XL","57 - 67","40' - 11'S","18M X 19C","7,9,11,12T - 9B","10T","7T","7B"
"Head","Ti RADICAL MP","50 - 60","20'M - 17'C","18M X 20C","8,10T - 9B","8B","8T","6T - 7B"
"Head","Ti RADICAL OS","59 - 69","21'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","Ti S1","55 - 64","20'M - 17'C","16M X 19C","8T - 8,9B","7B","8T","7T - 6B"
"Head","Ti S2","53 - 62","20'M - 17'C","18M X 19C","8,10T - 8,10,11B","9B","8T","6T - 7B"
"Head","Ti S2 COMFORT ZONE","53 - 64","20'M - 19'C","16M X 19C","8T - 7,9,10B","8B","8T","7T - 6B"
"Head","Ti S4 COMFORT ZONE XL","55 - 64","20'M - 18'C","16M X 19C","7,9,10T - 8B","6B","7T","5T - 11B"
"Head","Ti S4 XL","55 - 64","20'M - 18'C","16M X 19C","8T - 8,9B","7B","8T","7T - 6B"
"Head","Ti S5 COMFORT ZONE XL","55 - 64","20'M - 18'C","16M X 19C","7,9,10T - 7,9B","8T","7T","6T - 8B"
"Head","Ti S5 OS XL","55 - 64","20'M - 18'C","16M X 19C","7,9,10T - 8B","8T","7T","4T - 7B"
"Head","Ti S6 OS XL","57 - 66","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","5T - 7B"
"Head","Ti S7 OS XL","59 - 68","21'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","4T - 5B"
"Head","Ti S8","57 - 66","21'M - 18'C","16M X 20C","7,9,10T","8T","7T","5T - 7B"
"Head","TRISYS 150 600","48 - 58","20'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 6B"
"Head","TRISYS 150 660","54 - 64","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 6B"
"Head","TRISYS 150 720","60 - 70","21'M - 17'C","18M X 19C","9T - 9B","7B","9T","6T - 5B"
"Head","TRISYS 170 660","54 - 64","34' - 10'S","16M X 19C","8T - 7,9B","6T","8T","5B"
"Head","TRISYS 170 720","60 - 70","21'M - 17'C","18M X 19C","9T - 9B","7B","9T","6T - 5B"
"Head","TRISYS 190 660","54 - 64","34' - 10'S","16M X 19C","8T - 7,9B","6T","8T","5B"
"Head","TRISYS 190 720","60 - 70","21'M - 17'C","18M X 19C","9T - 9B","7B","9T","6T - 5B"
"Head","TRISYS 210 660","54 - 64","34' - 10'S","16M X 19C","8T - 7,9B","6T","8T","5B"
"Head","TRISYS 210 720","60 - 70","21'M - 17'C","18M X 19C","9T - 9B","7B","9T","6T - 5B"
"Head","TRISYS 230 600","48 - 58","34' - 10'S","16M X 19C","7,9T - 7,9B","5T","7T","5B"
"Head","TRISYS 230 660","54 - 64","34' - 10'S","16M X 19C","8T - 7,9B","6T","8T","5B"
"Head","TRISYS 230 720","60 - 70","21'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","TRISYS 250 660","54 - 64","34' - 10'S","16M X 19C","8T - 7,9B","6T","8T","5B"
"Head","TRISYS 250 720","60 - 70","21'M - 17'C","18M X 19C","9T - 9B","7B","9T","6T - 5B"
"Head","TRISYS 270 600","48 - 58","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","TRISYS 270 660","54 - 64","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","TRISYS 300 600","48 - 58","20'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","9T - 7B"
"Head","TRISYS 300 660","54 - 64","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","VENTORIS 600","54 - 64","34' - 10'S","16M X 19C","7,9T - 7,9B","8B","7B","5T"
"Head","VENTORIS 660","63 - 74","35' - 10'S","16M X 19C","7,9T - 7,9B","8B","7B","5T"
"Head","VENTORIS 720","65 - 77","37' - 11'S","18M X 19C","9T - 8,10B","9B","8B","6T"
"Head","YOUTEK EXTREME PRO","52 - 62","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 5B"
"Head","YOUTEK FIVE STAR","52 - 62","21'M - 18'C","16M X 19C","7,9B","6B","7T","5T - 4B"
"Head","YOUTEK FOUR STAR","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9B","6B","7T","5T - 4B"
"Head","YOUTEK GRAPHENE INSTINCT LITE","50 - 60","21'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","YOUTEK GRAPHENE INSTINCT MP","48 - 57","20'M - 17'C","16M X 19C","NONE","6B","7T","5T - 9B"
"Head","YOUTEK GRAPHENE INSTINCT PWR","52 - 62","22'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 7B"
"Head","YOUTEK GRAPHENE INSTINCT REV","48 - 57","20'M - 17'C","16M X 19C","NONE","6B","7T","5T - 9B"
"Head","YOUTEK GRAPHENE INSTINCT S","50 - 60","20'M - 17'C","16M X 19C","NONE","6B","7T","5T - 9B"
"Head","YOUTEK GRAPHENE PRESTIGE MP","52 - 62","21'M - 18'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","YOUTEK GRAPHENE PRESTIGE PRO","52 - 62","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK GRAPHENE PRESTIGE PWR","52 - 62","20'M - 18'C","16M X 19C","7,9B","6B","7T","5T - 4B"
"Head","YOUTEK GRAPHENE PRESTIGE REV PRO","48 - 57","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","YOUTEK GRAPHENE RADICAL LITE","48 - 57","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
